focus,manager,functional.bucket,location,level,num.reports.FTE,num.reports.managers,min.depth,max.depth,mean.depth,sd.depth,is.leaf,layer,num.dist.levels,manager.level,equal.dyads,align.dyads,misalign.dyads,loc.entropy,loc.herfindahl,tenure.total,tenure.manager,IsDirector,IsVP,num.dir.total.reports,org.FTE.size,org.total.size,org.FTE.yrly.growth,avg.tenure,avg.level,avg.depth,avg.span,perc.managers.single.FTE,perc.managers.two.FTE,ratio.VP.to.FTE,ratio.Dir.to.FTE,ratio.SWE.to.PM,ratio.UX.to.PM,ratio.TechPM.to.PM,num.locs,perc.manager.coloc,num.lonely.FTE,direct.report.satisfaction,VP.DIR.vision,count.VP.DIR.vision,VP.DIR.decisions,count.VP.DIR.decisions,org.climate.satisfaction,count.org.climate.satisfaction,org.climate.strong.performance,org.climate.avg.performance,avg.time.in.level,avg.promo.rate
Nickalous,Kasee,engineering,US-SFO,7,3,0,1,1,1,0,1,7,1,7,0,3,0,0,1,13,1.9,0,0,3,4,4,0,6.6,4.8,8.8,3,0,0,0,0,0,0,0,1,1,0,0.94,0,0,0,0,0,0,0.3,0.8,2.4,0.1
Nickalus,Ia,product management,IN-BLR,6,7,0,1,1,1,0,1,5,1,7,0,7,0,0,1,0.2,0.1,0,0,9,8,10,0,0.4,3.9,6.9,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.4,0
Nickia,Carola,engineering,US-SFO,6,7,1,2,2,2,0,0,6,1,8,1,8,0,0,1,10.7,3.6,0,0,7,16,16,0.14,4.4,4.6,8.4,7.5,0,0,0,0,0,0,0,1,0.94,0,0.74,0,0,0,0,0.73,11,0.5,0.5,2.6,0.1
Nicklaus,Jevin,product management,US-SFO,8,6,3,2,3,2.333333333,0.577350269,0,4,3,9,2,28,0,0.918295834,0.555555556,9.2,9,1,0,6,36,37,-0.66,4.3,4.6,7.2,5,0,0.14,0,36,0,0,0,3,0.92,0,0.91,0.381,21,0.4,20,0.82,22,0.53,0.45,2.3,0.07
Nicola,Nichalas,operations,TW-TPE,5,7,0,1,1,1,0,1,7,1,6,0,7,0,0,1,3.4,0.7,0,0,7,8,8,7,2.4,4.8,8.9,7,0,0,0,0,0,0,0,3,0.25,0,0,0,0,0,0,1,3,0.5,0.5,1.7,0.1
Nicolas,Fallyn,engineering,US-SFO,8,6,5,2,4,3,0.707106781,0,5,4,9,0,58,0,0,1,12.3,9.3,1,0,6,73,87,0.38,4.5,4.2,8.5,5.1,0,0.21,0,73,0,0,0,3,0.9,0,0.95,0.8542,48,0.8542,48,0.8,51,0.69,0.3,2.5,0.08
Nicolo,Layna,engineering,AU-SYD,6,14,0,1,1,1,0,1,5,1,8,0,14,0,0,1,8.3,2.3,0,0,14,15,15,1.14,4.3,4.3,6.9,14,0,0,0,0,0,0,0,1,1,0,0.92,0,0,0,0,0.63,8,0.7,0.3,2.3,0.1
Nidya,Annika,product management,US-SFO,6,11,1,2,2,2,0,0,6,1,8,1,4,0,0,1,12.8,12.6,0,0,11,16,17,0,5.5,4.3,8.2,7.5,0,0,0,0,0,0,0,1,1,0,0.99,0,0,0,0,0.93,14,0.4,0.5,3.7,0.1
Nija,Tameeka,product management,US-SFO,7,5,0,1,1,1,0,1,4,1,10,0,5,0,0,1,5.3,2.5,0,0,5,6,6,2,5.3,4.7,5.8,5,0,0,0,0,0,0,0.2,2,0.17,0,0,0,0,0,0,1,4,1,0,1.5,0.2
Nika,Roscoe,engineering,US-SFO,6,3,0,1,1,1,0,1,6,1,8,0,3,0,0,1,1.7,0.1,0,0,3,4,4,3,1.8,4.3,7.8,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5,0.5,1.8,0
Nikcole,Mckinley,engineering,TW-TPE,5,2,0,1,1,1,0,1,6,1,7,0,2,0,0,1,13.9,0.6,0,0,2,3,3,2,5,4,7.7,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2.2,0
Nikesha,Johana,engineering,CA-WAT,7,9,1,2,2,2,0,0,5,2,9,0,6,0,0,1,5.9,4.6,0,0,9,15,15,0.25,4.9,4.7,7.3,7,0,0,0,0,0,0,0,3,0.8,0,0.91,0,0,0,0,0.73,11,0.7,0.3,3.6,0.1
Niklas,Jeanine,product management,US-SFO,8,10,7,2,4,2.857142857,0.690065559,0,3,4,11,5,185,0,0.589626181,0.803571429,10,4.3,1,0,10,232,359,0.55,5,4.3,6.7,8.3,0,0,0,232,0,0,0,18,0.68,0,0.9,0.7417,120,0.8291,117,0.85,150,0.58,0.4,2.5,0.07
Niko,Carter,engineering,US-CAM,6,5,0,1,1,1,0,1,5,1,7,0,5,0,0,1,8.9,1.5,0,0,5,6,6,1,5,4.3,6.8,5,0,0,0,0,0,0,0,1,1,0,0.95,0,0,0,0,1,4,0.7,0.3,2.6,0.2
Nikolette,Angelisa,product management,TW-TPE,5,4,1,2,2,2,0,0,8,2,7,0,5,0,0,1,2.2,1.7,0,0,4,9,9,0.5,2.3,3.4,10.3,4,0,0,0,0,0,0,0,2,0.44,0,0.95,0,0,0,0,1,8,0.6,0.3,1.6,0.3
Nils,Hilari,engineering,US-SFO,6,5,0,1,1,1,0,1,5,1,8,0,5,0,0,1,13,2.5,0,0,5,6,6,0,7.1,4.7,6.8,5,0,0,0,0,0,0,0,1,1,0,0.9,0,0,0,0,1,5,0.8,0.3,6.1,0
Nini,Jaelyn,engineering,DE-MUC,6,5,0,1,1,1,0,1,6,1,7,0,5,0,0,1,8,8,0,0,5,6,6,5,5,5.2,7.8,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0.8,0.2,2.6,0.1
Ninja,Rodriques,engineering,US-NYC,7,6,0,1,1,1,0,1,4,1,8,0,6,0,0,1,1.7,1.5,0,0,6,7,7,1.33,3.6,4.7,5.9,6,0,0,0,0,0,0,0,3,0.29,0,0.86,0,0,0,0,1,5,0.4,0.6,2.3,0.1
Nira,Starlett,engineering,US-SFO,6,7,0,1,1,1,0,1,5,1,8,0,7,0,0,1,6.3,2,0,0,7,8,8,0,3.1,4.5,6.9,7,0,0,0,0,0,0,0,1,1,0,0.97,0,0,0,0,0.86,7,0.7,0.3,2.3,0.1
Nirav,Augustus,engineering,US-RES,6,9,0,1,1,1,0,1,6,1,7,0,9,0,0,1,14.8,1.5,0,0,9,10,10,2.33,6.6,4.3,7.9,9,0,0,0,0,0,0,0,3,0.2,0,0,0,0,0,0,0,0,0.7,0.3,4.2,0.1
Nitasha,Cheri,product management,US-SFO,6,5,0,1,1,1,0,1,5,1,6,0,5,0,0,1,2,1.3,0,0,5,6,6,-0.14,4.5,4.7,6.8,5,0,0,0,0,0,0,0,1,1,0,0.82,0,0,0,0,0.86,7,0.8,0.3,2.9,0
Nocholas,Fallyn,product management,BR-SAO,7,2,2,2,2,2,0,0,5,3,9,0,24,0,0,1,14.1,11.4,0,0,2,25,26,0.04,4.9,4.3,7.8,8,0,0.33,0,0,0,0,0,1,0.96,0,0.97,0,0,0,0,0.95,19,0.6,0.4,2.2,0.1
Noe,Trianna,engineering,CN-PEK,6,3,1,2,2,2,0,0,6,1,7,0,2,0,0,1,6.3,2.6,0,0,4,6,9,1,7,5,8.2,2.5,0,0.5,0,0,0,0,0,2,0.5,0,0.96,0,0,0,0,1,3,0.8,0.3,3.7,0.1
Noelia,Susanne,engineering,US-SAN,6,5,0,1,1,1,0,1,6,1,7,0,5,0,0,1,4.3,1.7,0,0,5,6,8,0.2,3.5,4.7,7.8,5,0,0,0,0,0,0,0,2,0.17,0,1,0,0,0,0,1,5,0.8,0.2,2.6,0.1
Nola,Johana,engineering,US-SFO,6,7,0,1,1,1,0,1,5,1,9,0,7,0,0,1,9.3,9.3,0,0,7,8,9,0,6.3,5,6.9,7,0,0,0,0,0,0,0,2,0.75,1,0.89,0,0,0,0,0.8,5,0.8,0.3,3.9,0.1
Nolana,Julisa,engineering,US-SFO,7,10,5,2,3,2.4,0.547722558,0,6,5,9,0,67,0,1,0.5,4.1,4.1,0,0,10,82,156,0.17,2.3,3.1,9.1,8.1,0.1,0,0,0,0,0,0,5,0.56,0,0.84,0,0,0,0,0.74,74,0.44,0.55,2,0.08
Nora,Marvin,engineering,US-CAM,5,6,0,1,1,1,0,1,7,1,7,0,6,0,0,1,4.4,2.4,0,0,6,7,10,-0.13,1.9,3.6,8.9,6,0,0,0,0,0,0,0,1,1,0,0.95,0,0,0,0,0.67,6,0.4,0.6,1.7,0
Norman,Chrisotpher,engineering,US-SFO,8,4,0,1,1,1,0,1,6,1,8,0,4,0,0,1,10.3,4.1,1,0,4,5,6,0.25,7.9,5.4,7.8,4,0,0,0,5,0,0,0,2,0.8,0,1,1,4,1,4,1,4,0.4,0.6,3.1,0
Nuria,Tenaya,product management,US-BVE,7,4,0,1,1,1,0,1,6,1,7,0,4,0,0,1,8.7,6.6,0,0,4,5,5,0,7.8,5.2,7.8,4,0,0,0,0,0,0,0,4,0,0,0.89,0,0,0,0,0.75,4,0.9,0.1,2.9,0.2
Nycole,Dalena,engineering,US-SFO,6,8,0,1,1,1,0,1,6,1,8,0,8,0,0,1,7,3.9,0,0,8,9,9,0.13,3.6,4.2,7.9,8,0,0,0,0,0,0,0,1,1,0,0.99,0,0,0,0,1,8,0.6,0.4,2.4,0.1
Nyles,Starlynn,product management,US-SFO,6,10,1,2,2,2,0,0,6,2,7,0,4,0,0,1,8.9,8.9,0,0,10,14,16,0.56,5.3,4.4,8.1,6.5,0,0,0,0,0,0,0,3,0.57,0,0,0,0,0,0,0.9,10,0.7,0.3,2.4,0.1
Nzinga,Tito,executive,US-SFO,10,7,6,3,5,3.666666667,0.816496581,0,3,6,12,5,103,0,0.543564443,0.78125,2.5,2.5,0,1,7,160,196,-0.04,3.8,5,7,3.9,0.17,0.12,160,27,0,1.4,0.1,8,0.69,0,0.9,0.3913,115,0.3925,107,0.87,150,0.72,0.28,1.9,0.1
Obie,Takiyah,engineering,US-NYC,5,7,0,1,1,1,0,1,6,1,6,0,7,0,0,1,4.9,0.3,0,0,7,8,8,7,4.1,4.3,7.9,7,0,0,0,0,0,0,0,3,0.75,0,0,0,0,0,0,0,0,0.4,0.6,1.8,0.3
Obryan,Shaw,product management,US-SFO,6,6,0,1,1,1,0,1,6,1,7,0,6,0,0,1,6.4,2,0,0,6,7,11,1.33,4.7,4.6,7.9,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0.7,0.3,2.6,0.1
Octaviano,Kawan,engineering,US-BVE,6,5,0,1,1,1,0,1,4,1,8,0,5,0,0,1,12.6,4.6,0,0,5,6,6,5,5.1,4.3,5.8,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.8,0.1,3.3,0.1
Octavis,Chrisoula,product management,UK-LON,6,10,0,1,1,1,0,1,6,1,6,0,10,0,0,1,0.5,0.3,0,0,10,11,11,0,3.2,4.3,7.9,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.5,8,0.5,0.5,1.5,0.1
Okechukwu,Moua,engineering,UK-LON,6,6,0,1,1,1,0,1,5,1,8,0,6,0,0,1,11.9,7.2,0,0,6,7,7,0,3.2,4.3,6.9,6,0,0,0,0,0,0,0,1,1,0,0.75,0,0,0,0,0.33,3,0.4,0.6,1.6,0.1
Oren,Ivy,engineering,UK-LON,5,5,0,1,1,1,0,1,6,1,6,0,5,0,0,1,7.3,1.9,0,0,5,6,6,-0.14,4,4.5,7.8,5,0,0,0,0,0,0,0,1,1,0,0.96,0,0,0,0,0.83,6,0.5,0.5,2.1,0.2
